Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,"NSLP Provision Status","Charter School",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,"CALPADS Unduplicated Pupil Count (UPC)","CALPADS Fall 1 Certification Status (Y/N)",
2017-2018,56,72538,6055263,Ventura,Oxnard,Curren Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,8,"1,041",865,6,3,14,510,888,535,938,Y,
2017-2018,56,72538,6055321,Ventura,Oxnard,Cesar E. Chavez Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,8,913,873,2,24,14,593,878,561,890,Y,
2017-2018,56,72538,6107551,Ventura,Oxnard,Christa McAuliffe Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,5,732,437,3,11,1,299,479,203,521,Y,
2017-2018,56,72538,6111850,Ventura,Oxnard,R.J. Frank Academy of Marine Science & Engineering,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,6,8,"1,252",984,8,12,22,578,"1,011",458,"1,039",Y,
2017-2018,56,72546,0120634,Ventura,Oxnard Union High,"Architecture, Construction & Engineering Charter High (ACE)",High School District,High Schools (Public),Traditional,,Yes,1126,Directly funded,Y,9,12,235,109,2,0,0,74,122,10,123,Y,
2017-2018,56,73759,6055859,Ventura,Conejo Valley Unified,Aspen Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,389,81,1,0,0,50,81,44,103,Y,
2017-2018,57,10579,0132464,Yolo,Yolo County Office of Education,Empowering Possibilities International Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,,Yes,1746,Directly funded,Y,K,8,375,250,0,0,0,235,261,274,338,Y,
2017-2018,57,72678,0111401,Yolo,Davis Joint Unified,Fred T. Korematsu Elementary School at Mace Ranch,Unified School District,Elementary Schools (Public),Traditional,,No,,,N,K,6,501,112,3,0,0,75,112,83,153,Y,
2017-2018,41,68882,6043590,San Mateo,Burlingame Elementary,Roosevelt Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,372,40,0,1,0,42,56,108,126,Y,
2017-2018,41,68916,6043822,San Mateo,Jefferson Elementary,George Washington Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,332,254,0,0,0,109,258,219,304,Y,
2017-2018,41,68916,6043905,San Mateo,Jefferson Elementary,Westlake Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,376,216,1,1,0,103,219,228,288,Y,
2017-2018,41,68932,4130126,San Mateo,Pacifica,Ingrid B. Lacy Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,543,152,0,2,0,95,152,42,168,Y,
2017-2018,41,68999,6044309,San Mateo,Ravenswood City Elementary,Belle Haven Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,457,385,1,151,3,224,400,256,426,Y,
2017-2018,41,68999,6044366,San Mateo,Ravenswood City Elementary,Cesar Chavez Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,117,105,2,29,3,53,105,69,111,Y,
2017-2018,41,69021,0133645,San Mateo,San Carlos Elementary,Arroyo,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,4,5,331,22,0,1,0,16,23,21,35,Y,
2017-2018,41,69039,0000000,San Mateo,San Mateo-Foster City,District Office,Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,P,8,1,1,0,0,0,1,1,1,1,Y,
2017-2018,41,69039,0000001,San Mateo,San Mateo-Foster City,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,20,0,0,0,0,3,3,5,6,Y,
2017-2018,41,69070,4132551,San Mateo,South San Francisco Unified,El Camino High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,277",369,1,1,13,126,377,69,410,Y,
2017-2018,41,69070,6068282,San Mateo,South San Francisco Unified,Junipero Serra Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,301,79,0,0,1,38,80,28,97,Y,
2017-2018,42,69120,6046049,Santa Barbara,Santa Maria-Bonita,Oakley (Calvin C.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,964,874,0,416,115,453,907,716,942,Y,
2017-2018,42,69120,6046064,Santa Barbara,Santa Maria-Bonita,Bruce (Robert) Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,959,878,2,371,120,461,891,763,937,Y,
2017-2018,57,72702,5738505,Yolo,Winters Joint Unified,Winters High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,459,275,3,11,36,137,275,67,287,Y,
2017-2018,58,72736,6056667,Yuba,Marysville Joint Unified,Cordua Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,104,66,1,0,0,47,66,13,66,Y,
2017-2018,58,72736,6056725,Yuba,Marysville Joint Unified,Loma Rica Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,5,103,61,11,1,0,46,66,6,66,Y,
2017-2018,40,68759,6043095,San Luis Obispo,Lucia Mar Unified,Oceano Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,8,435,344,5,83,1,219,358,238,388,Y,
2017-2018,40,68759,6109342,San Luis Obispo,Lucia Mar Unified,Mesa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,9,554,352,3,46,0,180,358,50,366,Y,
2017-2018,40,75457,6108377,San Luis Obispo,Paso Robles Joint Unified,Virginia Peterson Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,440,302,5,36,15,159,303,180,318,Y,
2017-2018,41,10413,4130076,San Mateo,San Mateo County Office of Education,Hillcrest at Youth Services Center,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,No ,,,N,5,12,51,14,1,0,0,18,19,20,51,Y,
2017-2018,41,68874,6043517,San Mateo,Brisbane Elementary,Panorama Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,114,28,0,4,0,19,29,17,40,Y,
2017-2018,41,68882,6043574,San Mateo,Burlingame Elementary,McKinley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,551,74,0,0,0,53,78,143,171,Y,
2017-2018,41,68908,6043681,San Mateo,Hillsborough City Elementary,South Hillsborough,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,207,0,0,0,0,4,4,1,5,Y,
2017-2018,41,68916,6043756,San Mateo,Jefferson Elementary,Thomas R. Pollicita Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,651,442,1,7,0,171,448,209,491,Y,
2017-2018,41,68916,6043780,San Mateo,Jefferson Elementary,Fernando Rivera Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,499,242,1,3,0,111,245,104,270,Y,
2017-2018,41,68957,6044127,San Mateo,Las Lomitas Elementary,Las Lomitas Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,3,532,17,0,0,0,26,33,62,88,Y,
2017-2018,41,69005,6044457,San Mateo,Redwood City Elementary,Fair Oaks Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,221,107,0,0,6,108,145,173,204,Y,
2017-2018,41,69005,6044523,San Mateo,Redwood City Elementary,John Gill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,288,114,0,0,2,97,161,122,194,Y,
2017-2018,45,10454,0132647,Shasta,Shasta County Office of Education,Shasta County Independent Study Charter,County Office of Education (COE),High Schools (Public),Traditional,,Yes,1757,Locally funded,N,7,12,102,64,0,1,0,53,72,1,72,Y,
2017-2018,45,69856,4530051,Shasta,Anderson Union High,Oakview High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,9,12,98,43,0,1,0,51,55,0,55,Y,
2017-2018,45,69922,6050165,Shasta,Castle Rock Union Elementary,Castle Rock Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,60,40,0,0,0,28,45,0,45,Y,
2017-2018,45,69948,6117857,Shasta,Columbia Elementary,Mountain View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,5,8,331,105,1,1,0,64,105,1,105,Y,
2017-2018,45,70128,6050546,Shasta,Shasta Union Elementary,Shasta Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,155,53,0,3,0,65,71,2,72,Y,
2017-2018,45,70136,4530309,Shasta,Shasta Union High,North State Independence High,High School District,Alternative Schools of Choice,Alternative School of Choice,,No ,,,N,9,12,110,58,4,8,0,52,65,0,65,Y,
2017-2018,47,70458,6050926,Siskiyou,Seiad Elementary,Seiad Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,17,13,1,0,0,8,13,1,14,Y,
2017-2018,48,10488,4830071,Solano,Solano County Office of Education,Solano Juvenile Detention Facility,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,No ,,,N,7,12,31,22,4,0,0,14,28,1,31,Y,
2017-2018,48,70532,0102012,Solano,Dixon Unified,Dixon Community Day,Unified School District,District Community Day Schools,Community Day School,,No ,,,N,7,12,7,6,1,0,0,4,6,2,6,Y,
2017-2018,48,70540,6051239,Solano,Fairfield-Suisun Unified,Tolenas Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,399,327,1,11,0,200,327,85,336,Y,
2017-2018,48,70540,6093397,Solano,Fairfield-Suisun Unified,Grange Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,907,754,7,17,0,380,756,136,767,Y,
2017-2018,48,70540,6109128,Solano,Fairfield-Suisun Unified,Dan O. Root Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,688,410,7,14,0,214,414,104,428,Y,
2017-2018,41,68965,6044176,San Mateo,Menlo Park City Elementary,Oak Knoll Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,680,35,0,8,0,20,40,55,79,Y,
2017-2018,41,68973,6044267,San Mateo,Millbrae Elementary,Taylor Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,849,223,0,15,0,136,230,85,268,Y,
2017-2018,41,69005,6044481,San Mateo,Redwood City Elementary,Hawes Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,298,137,0,2,3,131,194,203,261,Y,
2017-2018,41,69005,6044556,San Mateo,Redwood City Elementary,McKinley Institute of Technology,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,408,219,1,2,7,145,272,152,315,Y,
2017-2018,41,69005,6044598,San Mateo,Redwood City Elementary,Taft Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,5,329,230,2,0,2,157,243,216,288,Y,
2017-2018,41,69070,6045090,San Mateo,South San Francisco Unified,Martin Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,5,419,332,0,0,14,137,334,270,377,Y,
2017-2018,41,69070,6059976,San Mateo,South San Francisco Unified,Alta Loma Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,701,227,1,6,8,84,235,71,265,Y,
2017-2018,42,69229,6045579,Santa Barbara,Lompoc Unified,Buena Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,664,258,4,17,0,160,262,30,268,Y,
2017-2018,42,69260,6045785,Santa Barbara,Orcutt Union Elementary,Orcutt Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,566,179,1,0,1,110,180,44,190,Y,
2017-2018,42,69328,4230074,Santa Barbara,Santa Ynez Valley Union High,Refugio High,High School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,11,5,0,0,0,4,5,0,5,Y,
2017-2018,42,76786,4235727,Santa Barbara,Santa Barbara Unified,Santa Barbara Senior High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,9,12,"2,148","1,007",2,258,0,459,"1,015",175,"1,053",Y,
2017-2018,42,76786,6095962,Santa Barbara,Santa Barbara Unified,Open Alternative,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,70,30,0,9,0,18,30,11,35,Y,
2017-2018,48,70565,6068290,Solano,Travis Unified,Scandia Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,515,184,1,0,0,9,184,17,194,Y,
2017-2018,48,70573,6097950,Solano,Vacaville Unified,Orchard Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,362,74,2,2,1,58,76,16,84,Y,
2017-2018,49,70656,0000000,Sonoma,Cloverdale Unified,District Office,Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,K,12,1,0,0,0,0,0,0,0,0,Y,
2017-2018,49,70730,6110639,Sonoma,Harmony Union Elementary,Salmon Creek School - A Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0941,Locally funded,N,2,8,197,61,0,0,0,36,61,8,64,Y,
2017-2018,49,70854,6051999,Sonoma,Petaluma City Elementary,Valley Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,276,137,0,4,1,63,137,89,141,Y,
2017-2018,49,70862,4930012,Sonoma,Petaluma Joint Union High,Casa Grande High,High School District,High Schools (Public),Traditional,,No ,,,N,9,12,"1,706",595,3,14,1,305,599,155,645,Y,
2017-2018,49,70896,6052021,Sonoma,Rincon Valley Union Elementary,Madrone Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,409,212,1,1,2,116,225,57,234,Y,
2017-2018,49,70920,6060289,Sonoma,Santa Rosa High,Santa Rosa Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,581,185,5,3,9,148,291,81,317,Y,
2017-2018,49,71001,6052336,Sonoma,West Side Union Elementary,West Side Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,6,182,63,0,1,5,30,63,30,70,Y,
2017-2018,49,73882,6112981,Sonoma,Cotati-Rohnert Park Unified,Lawrence E. Jones Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,791,273,3,0,0,155,277,63,302,Y,
2017-2018,49,75358,6052369,Sonoma,Windsor Unified,Cali Calmecac Language Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0162,Locally funded,N,K,8,"1,141",516,1,1,73,207,535,451,639,Y,
2017-2018,49,75358,6107221,Sonoma,Windsor Unified,Brooks Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,4,5,454,160,2,5,11,98,178,95,195,Y,
2017-2018,50,71043,6052427,Stanislaus,Ceres Unified,Carroll Fowler Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,677,600,4,13,12,421,602,202,612,Y,
2017-2018,43,10439,0119024,Santa Clara,Santa Clara County Office of Education,Rocketship Si Se Puede Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,Yes,1061,Directly funded,Y,K,5,439,379,2,3,0,166,379,289,407,Y,
2017-2018,43,69369,0125526,Santa Clara,Alum Rock Union Elementary,Alpha: Blanca Alvarado Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1375,Directly funded,Y,6,8,358,325,0,2,0,142,326,180,341,Y,
2017-2018,43,69377,6046387,Santa Clara,Berryessa Union Elementary,Northwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,567,117,0,0,0,73,117,357,408,Y,
2017-2018,43,69401,0000001,Santa Clara,Campbell Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,21,0,0,0,0,1,1,2,3,Y,
2017-2018,43,69419,6046882,Santa Clara,Cupertino Union,Joaquin Miller Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,"1,251",67,1,0,0,57,67,50,108,Y,
2017-2018,43,69419,6047088,Santa Clara,Cupertino Union,Stevens Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,584,31,0,0,0,23,32,81,97,Y,
2017-2018,43,69427,4330361,Santa Clara,East Side Union High,Apollo High,High School District,Continuation High Schools,Continuation School,,No ,,,N,11,12,156,80,0,2,1,60,140,54,145,Y,
2017-2018,43,69435,0102616,Santa Clara,Evergreen Elementary,Carolyn A. Clark Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,631,62,0,0,0,37,63,123,162,Y,
2017-2018,43,69435,6107593,Santa Clara,Evergreen Elementary,Dove Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,448,270,2,0,4,150,274,180,336,Y,
2017-2018,43,69450,0129247,Santa Clara,Franklin-McKinley Elementary,ACE Esperanza Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1545,Directly funded,Y,5,8,304,277,0,9,0,123,278,195,290,Y,
2017-2018,43,69484,0100990,Santa Clara,Gilroy Unified,Solorsano Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,863,488,7,3,27,264,505,159,535,Y,
2017-2018,43,69484,6047294,Santa Clara,Gilroy Unified,El Roble Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,638,326,8,5,1,181,337,148,369,Y,
2017-2018,50,71043,6052443,Stanislaus,Ceres Unified,Don Pedro Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,538,515,10,24,41,368,516,317,522,Y,
2017-2018,50,71043,6085013,Stanislaus,Ceres Unified,Mae Hensley Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,7,8,734,651,0,12,42,395,654,103,658,Y,
2017-2018,50,71068,0132662,Stanislaus,Denair Unified,Denair Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,1750,Locally funded,N,K,5,557,346,3,0,4,265,351,140,373,Y,
2017-2018,50,71068,6071575,Stanislaus,Denair Unified,Denair Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,232,159,0,0,3,116,161,30,162,Y,
2017-2018,50,71076,6107932,Stanislaus,Empire Union Elementary,Bernard L. Hughes Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,,,N,K,6,562,457,6,6,0,289,462,144,485,Y,
2017-2018,50,71209,0112383,Stanislaus,Paradise Elementary,Paradise Charter,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0803,Locally funded,N,K,8,102,66,0,2,0,49,69,31,72,Y,
2017-2018,50,71266,0124768,Stanislaus,Salida Union Elementary,Great Valley Academy - Salida,Elementary School District,Elementary Schools (Public),Traditional,,Yes,1819,Directly funded,Y,K,8,832,233,0,3,0,156,233,72,273,Y,
2017-2018,50,71282,0105700,Stanislaus,Stanislaus Union Elementary,Mary Lou Dieterich Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,587,269,3,61,0,190,298,129,339,Y,
2017-2018,50,71290,6053128,Stanislaus,Sylvan Union Elementary,Woodrow Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,400,281,0,1,0,241,297,89,307,Y,
2017-2018,50,71290,6111009,Stanislaus,Sylvan Union Elementary,Orchard Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,604,325,7,1,0,248,345,86,367,Y,
2017-2018,50,73601,6025753,Stanislaus,Newman-Crows Landing Unified,Von Renner Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,522,419,5,1,12,261,424,255,450,Y,
2017-2018,50,75556,0113852,Stanislaus,Riverbank Unified,Riverbank Language Academy,Unified School District,Elementary Schools (Public),Traditional,,Yes,0856,Locally funded,N,K,8,567,367,0,2,1,229,371,252,426,Y,
2017-2018,48,70524,6051015,Solano,Benicia Unified,Robert Semple Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,467,204,1,8,0,134,205,33,209,Y,
2017-2018,48,70540,6051106,Solano,Fairfield-Suisun Unified,Crescent Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,619,376,2,18,0,219,379,117,399,Y,
2017-2018,48,70565,6051262,Solano,Travis Unified,Golden West Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,7,8,869,248,1,11,0,78,248,10,253,Y,
2017-2018,48,70573,4833869,Solano,Vacaville Unified,Country High,Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,158,93,0,5,1,57,95,15,98,Y,
2017-2018,48,70581,6060206,Solano,Vallejo City Unified,Hogan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,No ,,,N,6,8,951,608,12,22,0,376,623,102,644,Y,
2017-2018,49,10496,6069413,Sonoma,Sonoma County Office of Education,Sonoma County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,No ,,,N,P,12,403,70,9,3,0,68,81,68,132,Y,
2017-2018,49,70607,0135327,Sonoma,West Sonoma County Union High,West County Charter Middle,High School District,Intermediate/Middle Schools (Public),Traditional,,Yes,1849,Locally funded,N,7,8,74,36,0,0,0,23,36,8,37,Y,
2017-2018,49,70615,6115695,Sonoma,Bellevue Union,Meadow View Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,458,361,1,8,12,175,364,292,413,Y,
2017-2018,49,70821,6051874,Sonoma,Montgomery Elementary,Montgomery Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,35,14,1,0,0,12,15,1,15,Y,
2017-2018,49,70847,6114755,Sonoma,Old Adobe Union,Sonoma Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Yes,1450,Locally funded,N,K,6,450,60,1,2,0,42,68,21,78,Y,
2017-2018,49,70862,6117337,Sonoma,Petaluma Joint Union High,Crossroads,High School District,District Community Day Schools,Community Day School,,No ,,,N,7,9,11,10,0,0,0,5,11,5,11,Y,
2017-2018,49,70896,0120980,Sonoma,Rincon Valley Union Elementary,Rincon Valley Partnership,Elementary School District,Special Education Schools (Public),District Special Education Consortia School,,No ,,,N,P,6,67,22,0,0,0,13,26,15,31,Y,
2017-2018,51,10512,0114207,Sutter,Sutter County Office of Education,Feather River Academy,County Office of Education (COE),County Community,County Community School,,No ,,,N,7,12,86,56,1,1,0,62,73,8,75,Y,
2017-2018,51,71415,6053300,Sutter,Meridian Elementary,Meridian Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,70,50,0,0,0,39,51,23,52,Y,
2017-2018,51,71423,0132977,Sutter,Nuestro Elementary,Sutter Peak Charter Academy,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1764,Directly funded,Y,K,12,438,183,4,2,0,106,203,10,205,Y,
2017-2018,51,71464,6053359,Sutter,Yuba City Unified,Barry Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,531,341,8,1,11,219,341,74,349,Y,
2017-2018,51,71464,6053375,Sutter,Yuba City Unified,Central Gaither Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,8,197,176,0,6,5,106,177,76,178,Y,
2017-2018,52,71548,6053532,Tehama,Gerber Union Elementary,Gerber Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Provision 2,No ,,,N,K,8,414,325,3,13,3,226,354,168,371,Y,
2017-2018,52,71571,6053565,Tehama,Los Molinos Unified,Los Molinos Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,8,309,259,3,4,4,141,268,66,272,Y,
2017-2018,53,71761,6053813,Trinity,Trinity Center Elementary,Trinity Center Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,12,8,0,0,0,4,8,0,8,Y,
2017-2018,53,75028,5337407,Trinity,Mountain Valley Unified,Hayfork High,Unified School District,High Schools (Public),Traditional,,No ,,,N,9,12,76,62,1,17,0,27,62,3,62,Y,
2017-2018,54,71803,0112458,Tulare,Alpaugh Unified,California Connections Academy@Central,Unified School District,K-12 Schools (Public),Traditional,,Yes,0804,Directly funded,Y,K,12,433,240,1,4,0,183,242,15,245,Y,
2017-2018,54,71993,6054142,Tulare,Lindsay Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,,,N,K,8,457,411,4,64,92,272,432,275,441,Y,
2017-2018,54,72140,0136507,Tulare,Stone Corral Elementary,Crescent Valley Public Charter II,Elementary School District,K-12 Schools (Public),Traditional,,Yes,1894,Directly funded,Y,K,12,384,341,6,23,2,244,349,45,349,Y,
2017-2018,41,69005,6044572,San Mateo,Redwood City Elementary,Roosevelt Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,583,250,1,6,6,161,303,179,355,Y,
2017-2018,41,69021,6044739,San Mateo,San Carlos Elementary,Brittan Acres Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0260,Locally funded,N,K,3,359,26,0,2,0,18,26,41,55,Y,
2017-2018,41,69021,6044754,San Mateo,San Carlos Elementary,Heather Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Yes,0259,Locally funded,N,K,4,424,46,0,3,0,20,46,64,88,Y,
2017-2018,41,69070,0000001,San Mateo,South San Francisco Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,15,0,0,0,0,3,3,1,4,Y,
2017-2018,41,69070,4130324,San Mateo,South San Francisco Unified,Baden High (Continuation),Unified School District,Continuation High Schools,Continuation School,,No ,,,N,9,12,93,50,1,2,3,27,51,18,56,Y,
2017-2018,41,69070,6045041,San Mateo,South San Francisco Unified,Buri Buri Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,600,151,5,1,0,84,154,60,187,Y,
2017-2018,42,69179,6045355,Santa Barbara,College Elementary,College Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,8,27,13,0,0,0,8,14,7,15,Y,
2017-2018,42,69211,6045538,Santa Barbara,Hope Elementary,Hope Elementary,Elementary School District,Elementary Schools (Public),Traditional,,No ,,,N,K,6,312,95,0,1,0,54,96,52,112,Y,
2017-2018,42,69344,6046080,Santa Barbara,Vista del Mar Union,Vista de Las Cruces,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,No ,,,N,K,8,75,31,0,0,0,8,32,15,36,Y,
2017-2018,42,76786,6045827,Santa Barbara,Santa Barbara Unified,Cleveland Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,353,273,1,113,0,179,310,196,330,Y,
2017-2018,42,76786,6116875,Santa Barbara,Santa Barbara Unified,Santa Barbara Community Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,,,N,K,6,270,203,0,54,0,107,213,151,242,Y,
2017-2018,43,10439,0000001,Santa Clara,Santa Clara County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,,N/A,N/A,N/A,N/A,,,48,43,6,0,0,3,45,6,46,Y,
2017-2018,43,69484,6047310,Santa Clara,Gilroy Unified,Glen View Elementary,Unified School District,Elementary Schools (Public),Traditional,,No ,,,N,K,5,546,418,12,11,5,230,430,282,467,Y,
